TICKER,RSI,STOCH,SHARPE,TREYNOR,P/VL
TARO,83.85,85.41,1.45,44.62,3.98
TARS,44.51,82.53,0.21,74.79,1.37
TASK,17.08,21.36,1.66,71.47,1.18
TAST,11.33,30.45,1,97.77,1.98
TATT,40.79,55.6,1.56,65.27,0.25
TAYD,52.74,47.28,0.8,99.38,2.13
TBA,30.71,66.12,1.41,35.01,3.62
TBBA,79.2,44.25,1.27,36.43,1.43
TBBK,61.88,67.62,1.27,24.12,2.92
TBCP,71.59,31.02,0.93,52.08,0.81
TBI,60.12,40.1,0.72,86.43,3.26
TBIO,35.89,63.86,0.99,46.65,3.57
TBK,24.42,73.38,0.18,71.08,2.34
TBLT,84.83,67.14,1.97,76.31,2.02
TBNK,24.6,62.88,1.77,32.02,2.93
TBPH,86.74,61.08,0.71,51.58,2.07
TBSA,33.79,45.66,1.42,26.29,1.02
TC,74.88,91.75,0.06,16.56,1.79
TCAC,75.84,42.6,1.12,93.75,3.16
TCBI,80,48.49,1.81,30.98,2.3
TCBK,75.95,14.73,0.55,72.95,1.26
TCCO,14.27,66.13,0.91,95.79,1.52
TCDA,45.81,65.08,0.04,83.52,2.03
TCEHY,50.13,66.93,0.37,13.97,0.91
TCF,17.36,45.58,1.53,13.4,2.23
TCFC,51.07,69.55,0.96,31.72,3.8
TCG,61.72,22.35,0.38,44.98,3.96
TCI,48.45,21.76,0.82,65.9,1.81
TCMD,25.84,19.25,1.58,36.24,1.8
TCNNF,80.39,90.53,1.35,32.66,2.45
TCOA,56.63,75.08,1.79,24.01,1.93
TCOM,56.04,51.32,1.72,38.24,1.02
TCON,23.31,45.27,1.6,53.83,1.98
TCPC,41.24,85.5,0.98,51.62,1.02
TCPG,17,16.02,0.52,54.67,2.14
TCRR,95.79,53.5,0.36,85.35,2.95
TCRX,97.51,78.84,1.45,83.34,3.47
TCS,73.21,79.47,0.07,88.47,0.86
TCVA,22.54,75.79,0.6,13.92,2.47
TCX,95.95,96.87,1.45,87.42,1.51
TD,69.48,21.58,1.58,46.31,2.82
TDAC,53.47,93.34,1.31,76.38,1.49
TDC,32.76,96.99,0.3,46.09,2.26
TDG,78.72,87.37,1.14,49.06,3.7
TDOC,96.82,48.61,1.93,43.61,3.82
TDS,19.12,73.95,0.37,78.88,2.78
TDUP,33.21,72.24,0.37,48.71,2.05
TDW,93.04,11.82,1.38,62.8,1.23
TDY,94.15,29.51,1.02,58.62,0.1
TEAM,22.23,56.04,1.37,30.62,0.94
TECH,19.7,66.46,1.8,52.17,2.57
TECK,59.03,78.47,1.77,77.06,0.66
TEDU,81.7,32.05,0.3,90.89,0.14
TEF,25.48,70.14,1.08,58.29,0.38
TEGA,28.5,31.54,1.14,14.24,0.45
TEGY,56.07,62.36,1.17,11.95,2.41
TEKC,15.04,38.87,0.67,45.85,2.93
TEKK,37.85,14.09,0.2,60.92,1.85
TEL,52.5,17.47,0.25,49.27,0.52
TELA,17.52,23.71,0.77,70.61,3.36
TELL,62.53,13.44,1.52,89.72,1.84
TEN,92.57,21.29,0.07,49.3,2.97
TENB,82.4,73.35,1.38,37.35,0.98
TENX,62.63,34.49,1.29,28.92,2.21
TEO,67.2,15.38,1.84,91.4,1.89
TER,76.96,18.2,1.37,56.36,0.62
TERN,53.71,92.72,0.18,17.51,2.66
TESS,93.96,13.33,1.59,53.42,0.51
TETC,39.54,20.52,0.21,41.73,1.37
TEUM,72.69,49.79,1.06,91.52,2.52
TEVA,64.45,36.96,0.12,65.82,2
TEX,91.35,76.73,1.08,51.87,0.02
TFC,31.55,78.62,0.91,60.74,0.48
TFFP,63.88,81.13,1.58,53.57,2.54
TFII,16.44,68.11,1.81,64.27,2.55
TFSL,11.25,90.76,0.97,42.05,1.44
TFX,63.88,64.89,1.94,69.99,1.26
TG,10.64,72.23,0.65,89.58,0.54
TGA,40.54,48.88,2,76.44,1.9
TGAA,49.75,76.78,0.47,79.65,1.19
TGAN,84.85,94.08,0.31,32.51,2.73
TGB,80.59,64.63,1.72,71.36,3.97
TGEN,99.84,70.14,0.25,78.97,2.92
TGH,91.37,36.26,0.14,58.26,3.48
TGHI,85.57,33.39,0.33,90.29,0.64
TGI,46.8,69.43,1.2,21.29,3.47
TGLS,25.91,86.61,0.59,89.26,2.38
TGNA,15.01,92.19,1.05,98.17,3.86
TGP,24.72,43.94,1.36,97.71,1.07
TGS,69.72,26.62,0.43,28.94,2.5
TGT,84.97,39.47,1.22,88.36,0.8
TGTX,22.7,57.86,1.89,34.69,3.77
TH,89.54,10.04,1.38,32.5,3.88
THBR,95.54,55.53,0.87,40.3,1.86
THC,87.36,15.75,0.3,91.47,1.06
THCA,58.69,58.1,1.48,78.47,1.02
THCB,15.35,31.34,0.49,28.81,0.92
THCP,12.89,96.15,0.03,48.73,1.62
THFF,19.9,71.08,0.4,75.71,1.37
THG,29.73,38.59,1.87,18.26,1.95
THM,99.58,26.62,1.8,83.98,0.74
THMA,50.57,46.31,1.32,99.06,1.81
THMO,26.09,92.84,1.01,91.47,0.57
THO,46,64.87,1.14,54.86,3.8
THR,43.83,15.74,0.43,28.57,3.22
THRM,92.65,70.59,1.31,42.15,1.37
THRY,98.12,73.84,0.41,21.69,3.25
THS,20.87,99.32,0.48,20.06,1.06
THTX,27.74,95.23,0.22,82.67,2.07
TIG,51.42,13.59,1.27,97.84,2.04
TIGO,17.05,75.97,0.19,48.94,2.46
TIGR,18.38,12.5,1.85,70.83,0.24
TIKK,62.56,33.99,0.37,60.37,3.24
TIL,75.53,50.93,0.01,32.96,0.58
TILE,57.74,33.08,0.81,11.75,3.91
TIMB,53.24,20.59,0.63,32.01,2.5
TINV,16.85,98.96,1.99,99.18,2.67
TIOA,25.26,86.76,0.46,71.75,2.32
TIPT,80.25,48.06,0.01,39.74,2.06
TIRX,36.65,29.46,1.76,67.88,0.86
TISI,25.65,62.43,1.26,94.21,0.47
TITN,68.28,37.21,1.33,57.1,3.01
TIXT,37.24,29.56,1.11,97.24,1.42
TJX,20.67,12.93,1.6,95.76,0.05
TK,67.89,73.55,1.04,84.12,3.12
TKAT,81.74,89.03,1.96,58.02,1.94
TKC,23.66,75.29,1.35,54.68,2.57
TKLS,71.36,65.39,0.05,98.62,1.77
TKOI,10.51,45.18,1.49,82.83,3.62
TKR,46.91,17.58,1.65,68.87,0.28
TLC,45.11,74.23,0.42,29.14,1.13
TLFA,59.58,79.44,0.83,68.94,3.06
TLGA,71.88,32.09,0.91,27.29,0.01
TLGT,57.85,82.33,1.18,22.03,0.29
TLIS,84.76,94.77,1.74,89.47,0.4
TLK,66.04,75.4,0.11,93.86,3.37
TLMD,62.09,29.43,1.35,40.29,3.37
TLND,82.71,79.45,1.22,39.51,3.47
TLRS,20.87,10.29,0.05,82.67,0.05
TLRY,95.36,81.62,0.1,32.1,1.54
TLS,83.77,77.08,0.49,51.47,3.96
TLSA,74.94,73.5,0.36,36.76,2.68
TLSS,78.63,40.23,1.26,29.2,0.99
TLYS,20.95,67.95,0.86,62.64,3.45
TM,35.58,63.05,1.31,63.66,1.58
TMAC,86.54,65.7,0.66,76.07,3.1
TMBR,67.32,51.55,1.59,91.87,1.95
TMCI,56.41,22.86,0.67,48.87,2.71
TMDI,56.37,17.09,1.98,50.48,0.65
TMDX,77.34,12.15,1.21,45.04,1.11
TME,29.15,29.48,0.29,23.22,1.54
TMHC,58.43,88.24,1.39,77.47,0.07
TMKR,45.65,20.76,0.88,98.28,3.83
TMO,97.13,78.88,1.3,34.11,3.28
TMOAF,54.43,65.11,1.24,61.79,0.99
TMP,65.53,61.51,0.27,33.4,3.23
TMPM,96.13,87.58,1.41,91.23,0.01
TMQ,49.75,41.81,1.22,80.31,0.85
TMRC,18.06,49.78,0.1,30.82,1.97
TMST,38.53,47.15,0.01,86.18,1.97
TMTS,48.5,41.08,0.04,21.98,0.88
TMUS,39.26,75.62,0.56,39.65,1.59
TMX,74.88,81.63,1.79,38.21,1.26
TNC,11.05,67.57,1.27,68.85,1.96
TNDM,67.74,60.32,1.06,30.7,1.58
TNET,81.94,68.35,0.94,43.1,2.29
TNK,71.58,21.61,1.43,51.08,0.82
TNL,26,13.83,1.99,68.29,0.9
TNLX,22.85,54.61,0.47,60.39,1.32
TNP,49.79,48.23,0.73,92.88,2.32
TNXP,91.99,12.33,1.7,71.57,0.21
TOFB,43.19,51.1,1.41,20.25,1.92
TOL,97.98,53.68,0.33,44.83,3.1
TOMZ,44.74,42.75,1.93,63.75,3.87
TONY,43.09,63.39,0.5,64.35,1.92
TOPS,64.6,77.87,1.45,36.2,0.64
TORM,11.53,48.64,1.23,36.8,1.48
TOT,40.08,86.25,1.32,77.43,0.39
TOUR,89.95,78.23,1.47,19.98,3.25
TOWN,54.67,36.67,1.25,49.38,0.28
TOWTF,76.24,65.79,0.29,12.5,1.34
TPB,91.66,79.15,1.94,61.64,0.87
TPBA,83.55,89.45,1.19,74.8,4
TPC,32.9,73.76,0.19,20.57,1.09
TPCO,19.88,26.18,1.96,98.46,0.74
TPCS,41.56,28.46,1.82,45.39,3.72
TPGS,29.29,47.48,0.87,18.21,2.14
TPGT,17.77,51.67,0.4,73.17,3.84
TPGY,79.68,15.8,0.2,54.75,1.16
TPH,78.65,83.57,1.62,73.24,2.71
TPHS,28.14,69.51,1.34,70.51,2.88
TPIC,70.15,78.57,0.86,12.41,1.59
TPL,98.3,31.85,0.34,29.68,3.35
TPR,60,35.43,0.4,62.96,1.16
TPTX,10.83,11.04,0.4,73.35,1.75
TPVG,24.59,75.41,1.28,97.15,0.78
TPX,80.84,39.68,1.33,53.89,2.42
TR,68.49,22.39,1.3,18.34,2.06
TRAC,80.97,10.71,0.87,93.6,3.82
TRAQ,10.55,84.15,1.26,16.91,0.83
TRC,60.24,25.73,0.53,45.74,0.35
TRCA,71.66,36.67,1.42,73.45,0.37
TRCH,12.58,75.54,1.58,41.18,1.77
TRCK,52.02,82.9,0.68,70.39,3.26
TREB,41.53,19.22,0.8,98.07,1.37
TREC,98.34,15.46,0,13.39,2.94
TREE,57.94,25.61,0.92,48.67,1.16
TREX,65.7,20.2,1.03,32.3,3.92
TRGP,21.22,15.22,1.71,19.97,3.11
TRHC,13.83,46.19,1.84,73.46,2.48
TRI,72.42,58.69,0.81,91.77,2.3
TRIB,11.04,43.41,0.7,66.31,0.43
TRIL,54.72,67.56,1.77,43.92,3.38
TRIN,40.22,36.56,0.65,61.56,1.49
TRIP,17.43,27.76,1.31,78.5,2
TRIS,67.96,63.81,0.39,51.52,0.33
TRIT,14.82,24.26,1.47,79.77,1.34
TRKA,60.37,38.01,0.83,33.23,0.52
TRMB,69.33,93.99,1.41,87.67,2.25
TRMD,33.35,63.9,1.51,43.73,1.99
TRMK,84.65,80.53,0.93,17.85,2.18
TRMT,85.71,22.48,0.22,94.47,3.35
TRN,46.19,79.28,0.98,18.12,3.65
TRNO,18.32,57.64,0.73,83.07,3.43
TRNS,62.33,63.79,1.08,54.67,3.29
TRNX,45.19,37.14,1.43,78.27,0.11
TRNY,43.44,49.66,0.05,59.51,0.67
TRON,43.11,35.03,0.19,97.26,0.74
TROW,32.73,90.98,0.69,60.53,3.44
TROX,15.63,25.54,1.64,89.46,1.95
TRP,46.9,92.32,1.4,16.65,2.19
TRQ,49.7,59.73,1.41,12.25,3.58
TRS,12.26,45.11,0.22,65.18,0.51
TRST,11.32,45.97,1.85,68.62,2.16
TRT,28.49,32.58,0.51,68.73,3.21
TRTC,35.31,33.54,1.07,52.61,2.16
TRTL,40.33,11.21,0.13,74.16,0.03
TRTN,36.47,94.58,0.55,10.25,3.93
TRTX,17.56,65.94,0.58,40.26,1.21
TRU,71.11,80.85,1.26,30.01,2.67
TRUE,44.68,35.51,1.64,52.21,2.16
TRUP,55.26,39.37,0.91,87.42,1.23
TRV,41.89,24.99,0.51,73.2,1.52
TRVG,75.5,56.62,0.23,46.83,0.46
TRVI,59.17,69.01,1.03,53.37,1.25
TRVN,28.17,16.07,1.92,57.12,0.98
TRX,12.03,37.01,0.46,63.89,3.92
TS,24.36,98.15,0.79,98.24,0.87
TSBK,74.03,48.36,0.16,43.03,2.64
TSC,92.18,98.78,1.31,68.69,2.81
TSCO,40.03,97.67,0.77,95.52,1.29
TSE,25.72,54.96,1.74,11.59,3.3
TSEM,90.59,88.57,1.15,75.02,0.25
TSHA,96.16,11.91,1.62,28.15,0.17
TSIA,73.54,64.08,0.51,69.08,2.21
TSIB,72.69,61.48,0.82,71.16,1.27
TSLA,90.49,21.4,0.32,33.52,0.71
TSLX,58.28,80.09,1.16,63.9,2.47
TSM,76.83,27.45,1.65,55.94,3.23
TSN,43.83,44.85,1.83,36.85,3.27
TSP,18.01,46.71,0.09,30.94,3.35
TSPQ,84.59,81.48,1.55,76.31,0.61
TSQ,19.58,43.32,0.88,67.85,1.58
TSRI,40.85,96.91,0.54,20.29,1.93
TSY,18.29,61.31,0.39,57.72,3.87
TT,23.74,97.28,1.04,17.18,3.05
TTC,73.04,14.64,0.82,90.01,0.37
TTCF,91.79,33.01,1.97,37.93,0.86
TTD,77.74,83.64,0.44,13.51,1.35
TTDKY,93.18,85.94,1.61,45.63,0.47
TTEC,56.11,72.34,0.46,84.68,1.27
TTEK,25.6,34.71,1.83,34.74,1.65
TTGT,41.68,35.93,1.4,23.42,0.66
TTI,86.92,11.67,1.72,99.53,3.86
TTM,11.49,17.38,1.56,96.67,1.96
TTMI,92.33,73.52,0.86,46.79,2.21
TTNP,75.44,26.12,1.85,19.47,0.53
TTO,32.42,67.71,1.57,83.79,2.6
TTOO,41.76,11.78,1.36,59.55,0.31
TTRE,85.75,71.87,1.93,33.88,1.53
TTSH,45.74,13.85,1.68,21.31,2.57
TTWO,89.89,70.79,1.76,86.86,2.66
TU,85.27,60.51,0.44,28.06,1.8
TUFN,97.84,12.98,0.27,89.1,0.04
TUGC,51,78.43,1.05,40.45,2.93
TUP,23.53,68.06,1.57,78.4,1.67
TURN,35.33,60.7,1.3,34.92,0.58
TUSK,52.88,13.95,1.21,81.66,1.18
TUYA,51.61,59.03,1.53,57.48,0.6
TV,54.16,84.15,1.6,35.29,0.96
TVAC,88.02,52.82,0.84,51.48,1.97
TVTX,35.88,47.04,1.79,96.71,0.75
TVTY,25.78,11.1,0.19,91.71,1.94
TW,72.14,26.12,0.77,67.28,0.79
TWCB,52.58,55.52,0.84,72.84,1.82
TWCG,80.8,96.91,0.53,93.32,1.96
TWCM,28.21,97.05,1.33,89.81,1.69
TWCT,99.32,29.38,1.04,63.97,1.62
TWER,34.97,33.67,0.65,32.74,3.47
TWI,65.16,72.05,1.43,19.37,2.65
TWIC,18.91,62.41,1.98,91.91,2.95
TWIN,53.33,88.3,0.19,43.54,1.58
TWLO,67.05,52.42,0.53,66.5,2.43
TWLV,63.94,17.14,0.72,66.11,0.93
TWND,10.87,98.72,1.2,16.79,3.34
TWNI,57.23,49.09,0.36,18.19,3.97
TWNK,57.82,63.19,0.75,13.36,1.36
TWNT,59.33,92.57,1.7,74.96,0.47
TWO,86.51,20,1.44,91.02,2.56
TWOA,71.75,25.23,0.74,25.22,0.71
TWOU,80.89,18.37,0.45,80.46,1.02
TWST,97.48,65.75,1.28,39.41,0.88
TWTR,27.46,65.88,0.02,90.97,3
TX,87.62,41.98,1.81,93.13,3.18
TXG,46.2,44.61,1.02,21.51,3.77
TXMD,24.64,23.57,0.96,66.65,0.09
TXN,46.23,79.82,1.1,94.46,1.34
TXRH,20.94,50.16,0.63,36.6,0.29
TXSO,54.69,69.98,0.82,28.7,1.32
TXT,15.65,49.33,0.23,70.29,3.66
TYG,97.12,90.13,0.12,72.07,0.48
TYHT,89.45,19.82,0.84,28.31,2.59
TYL,50.07,43.73,0.19,59.39,3.29
TYME,44.48,79.13,0.79,28.5,0.84
TZOO,55.87,56.78,0.72,99.72,3.42
TZPS,86.05,34.6,1.03,24.5,2.91
U,85.5,32.35,1.87,32.99,1.35
UA,49.58,68.45,1.34,39.96,3.91
UAA,68.01,24.53,0.56,38.18,0.81
UAL,43.86,92.15,1.62,73.47,1.83
UAMY,63.9,34.96,0.28,67.48,3.37
UAN,98.43,53.18,1.91,83.76,2.37
UAVS,96.53,77.32,0.7,81.66,3.12
UBA,10.04,96.36,0.49,98.41,2.81
UBCP,51.78,70.49,1.06,85.21,0
UBER,49.63,26.14,0.85,68.92,0.88
UBFO,61.61,43.98,1.65,66.35,3.51
UBOH,39.3,17.4,0.29,81.97,0.66
UBP,45.25,98.52,0.81,97.33,0.43
UBS,26.33,31.67,0.24,84.87,1.04
UBSI,95.74,72.11,0.12,13.69,0.5
UBX,17.38,40.35,1.76,31.99,1.63
UCBI,34.79,28.49,1.09,89.58,3.52
UCL,30.39,41.03,1.58,54.52,3.16
UCTT,86.68,64.15,1.37,38.86,1.13
UDR,36.08,99.99,1.28,33.09,2.37
UE,21.98,10.33,0.8,32.59,1.76
UEC,83.63,35.82,1.81,70.02,1.2
UEIC,10.05,52.87,0.92,40.24,1.22
UEPS,71.89,30.56,0.55,14.59,2.43
UFAB,28.03,32.86,1.73,68.94,1.42
UFCS,47.08,59.6,1.39,88.34,3.65
UFI,11.29,96.6,1.98,62.62,3.56
UFPI,44.7,32.77,1.39,89.74,1.4
UFPT,47.59,17.92,1.69,48.1,0.38
UFS,85.02,91.53,0.96,68.15,0.57
UG,40.12,33.59,1.19,34.99,3.58
UGHL,91.04,97.28,0.77,42.8,3.79
UGI,14.12,16.65,0.99,11.2,2.33
UGP,54.34,82.44,1.51,25.9,3.85
UGRO,92.49,11.98,1.14,80.01,1.25
UHAL,41.14,27.85,0.29,22.8,1.31
UHS,35.03,63.92,1.35,39.27,0.04
UHT,46.33,36.32,1.18,76.76,0.38
UI,72.61,45.97,0.64,98.24,2.5
UIHC,67.91,55.67,0.84,51.55,0.26
UIS,87.94,70.08,1.27,83.76,3.74
UK,42.49,60.77,1.51,14.57,2.82
UL,40.43,46.7,0.15,92.73,1.74
ULBI,54.02,26.07,0.71,83.14,0.77
ULCC,68.65,11.76,1.79,68.27,2.04
ULH,84.04,71.64,0.31,26.55,3.62
ULTA,82.5,86.34,0.7,52.03,1.02
ULTRF,73.06,58.62,0.52,31.39,1.42
ULUR,15.79,93.74,0.14,10.03,1.16
UMBF,31.59,78.55,1.76,80.33,1.1
UMC,77.14,10.77,1.13,53.97,2.28
UMH,19.41,13.84,1.47,69.57,1.44
UMPQ,10.09,62.33,1.13,20.04,0.9
UNAM,84.9,17.69,0.35,14.17,0.6
UNB,97.39,56.07,0.08,97.64,0.92
UNF,37.22,96.47,1.5,71.21,2.99
UNFI,27.69,17.02,1.98,58.52,0.61
UNH,41.03,73.54,1.13,62.02,1.69
UNIT,36.99,31.77,0.07,67.96,3.88
UNM,35.2,20.5,0.61,74.81,2.55
UNOO,10.88,45.44,0.17,86.39,2.26
UNP,57.73,95.87,1.69,54.11,2.22
UNTY,62.26,25.64,0.03,40.17,2.08
UNVR,95.61,19.15,0.23,17.1,0.27
UONE,69.34,92.02,0.79,20.15,1.39
UONEK,84.61,23.51,0.32,82.9,3.89
UPC,11.91,92.76,0.4,60.91,0.54
UPLD,85.59,62.39,1.5,59.92,2.47
UPS,76.97,12.83,0.75,43.48,0.86
UPST,74.31,53.08,0.71,44.77,2.14
UPTD,80.2,86.96,1.81,50.33,0
UPWK,19.07,53.41,1.64,12.66,0.44
URBN,67.03,26.47,0.51,84.97,1.36
URG,74.75,97.43,1.01,94.02,1.56
URGN,99.47,51.8,1,15.6,1.25
URI,31.35,50.73,1.35,41.99,3.98
UROV,68.99,21.6,1.1,51.81,3.76
UROY,37.68,22.87,1.06,83.66,0.89
USAC,16.49,63.65,0.47,17.17,0
USAK,82.26,20.64,0.01,13.33,0.02
USAP,34.74,52,1.85,95.54,1.05
USAS,98.82,44.12,1.31,88.83,0.57
USAU,90.82,29.23,0.37,52.55,1.27
USB,15.68,85.55,1.41,97.31,1.12
USCR,71,90.04,0.91,57.96,0.6
USDP,49.92,28.54,0,36.21,0.24
USEG,62.07,46.25,0.66,85.38,2.25
USFD,24.27,50.9,1.49,33.73,2.33
USIO,11.38,66.78,1.62,44.5,0.12
USLM,69.8,94.41,1.21,84.48,0.71
USM,76.65,85.6,1.1,14.37,3.23
USNA,66.37,84.79,0.67,15.33,0.75
USPH,99.56,13.37,0.29,49.76,1.5
USRM,86.98,88.54,1.84,80.22,1.36
USWS,42.09,75.48,0.47,24.44,1.61
USX,31.19,18.54,1.84,14.81,2.65
UTHR,39.63,87.29,0.96,69.47,2.01
UTI,94.34,34.61,0.67,77.99,2.33
UTL,86.12,39.96,1.01,49.89,2.19
UTMD,11.88,43.18,1.65,66.31,3.42
UTME,36.05,31.38,0.92,61.38,1.6
UTSI,84.5,75.22,1.82,56.37,0.38
UTXO,95.77,53.23,1.63,28.63,2.04
UTZ,35.89,14.03,0.52,71.46,2.85
UUU,18.55,59.96,1.06,81.74,1.28
UUUU,41.94,24.33,1.45,41.36,3.36
UVE,52.37,86.83,1.23,32.2,1.44
UVSP,32.37,98.56,1.76,30.26,3.7
UVV,72.59,38.79,0.95,52.29,2.16
UWMC,80.73,80.33,0.89,36.39,2.8
UXIN,36.38,19.58,1.41,30.51,2.4
V,12.43,33.26,1.16,80.84,1.14
VABK,82.26,38.13,1.7,47.2,2.25
VAC,68.42,42.69,0.11,87.38,0.03
VACC,57.35,87.43,1.23,82.3,3.96
VACI,95.88,33.33,0.2,78.48,3.07
VACQ,46.53,67.2,0.44,45.12,0.13
VAL,93.43,42.31,0.25,71.71,0.25
VALE,24.4,69.7,0.75,46.75,1.93
VALN,34.99,55.45,0.79,51.62,3.5
VALU,46.5,22.04,0.25,46.14,2.3
VAPO,43.98,55.93,1.34,33.46,3.83
VAQA,44.6,79.53,0.83,14.54,3.52
VAQC,85.11,18.37,0.41,91.7,0.1
VAR,85.52,51.27,0.61,24.4,2.84
VASO,13.3,19.19,1.12,35.99,3.21
VBAQ,85.56,82.13,1.13,69.42,1.12
VBFC,38.39,18.96,0.66,42.16,1.37
VBIO,76.19,33.81,0.28,45.6,3.36
VBIV,93.1,64.32,0.11,53.18,0.65
VBLT,37.23,93.18,1.38,57.82,2.04
VBTX,51.09,91.39,1.16,62.33,2.62
VC,51.73,64.83,0.33,82.53,2.04
VCEL,16.31,43.73,1.14,26.65,3.12
VCKA,82.63,18.76,1.53,48.93,2.35
VCNX,76.46,69.55,1.4,87.66,3.01
VCRA,20.69,26.1,0.83,99.38,2.99
VCTR,25.7,81.55,1.6,57.64,1.94
VCVC,29.62,42.72,1.86,11.93,2.35
VCXA,85.18,65,0.65,87.23,1.15
VCXB,43.94,37.75,1.62,57.67,3.73
VCYT,69.93,63.98,1.95,86.28,1.25
VEC,79.34,67.15,1.14,63.9,0.2
VECO,19.01,17.96,0.39,34.65,0.9
VECT,41.23,75.1,0,54.35,3.49
VEDL,34.14,75.2,1.27,72.3,3.65
VEEE,27.98,53.21,0.81,35.6,3.88
VEEV,12.03,32.61,0.49,47.28,1.26
VEI,47.07,69.47,0.9,78.32,0.26
VEL,65.57,36.82,1.55,17.96,2.33
VELO,51.22,74.11,1.7,32.73,3.94
VEMC,65.11,19.21,1.78,31.49,1.8
VENA,46.67,20.94,1.79,54.22,1
VEON,51.79,91.73,1.05,70.46,3.3
VER,12.4,78.33,1.41,22.9,2.13
VERA,95.78,93.31,0.8,27.31,0.14
VERB,26.7,61.41,1.9,76.45,2.2
VERI,51.95,58.63,1.72,37.53,1.22
VERO,96.1,54.2,0.94,13.3,1.48
VERU,64.29,55.41,1.97,58.34,2.27
VERX,25.51,41.75,1.81,99.23,1.27
VERY,96.62,32.61,1.88,82.93,0.33
VET,67.68,14.29,1.75,87.22,0.82
VFC,35.14,70.63,1.43,25.51,2.35
VFF,70.49,43.17,0.96,82.52,1.78
VFRM,49.86,21.57,1.54,17,2.9
VG,86.25,29.41,0.47,86.58,3.38
VGAC,98.39,18.96,0.85,34.15,2.49
VGII,94.85,37,0.37,45.15,1.67
VGR,27.82,10.11,1.45,30.33,2.53
VGZ,34.64,28.2,1.32,98.8,2.15
VHAQ,62.82,67.64,0.61,46.7,3.42
VHC,26.96,58.74,1.01,82.52,2.7
VHI,33.7,81.64,1.4,10.52,1.97
VIAC,62.39,50.74,0.03,38.32,3.25
VIACA,83.73,54.02,0.49,84.86,1.99
VIAO,25.7,54.08,1.35,73.27,1.33
VIAV,97.94,14.71,1.09,42.11,0.14
VIBI,31.38,38.27,0.48,43.1,2.34
VICA,27.03,75.23,1.93,82.13,3.16
VICI,42.86,13.82,0.66,34.98,0.68
VICR,98.73,31.71,1.18,33.56,0.99
VIEW,69.49,65.8,1.63,68.63,0.16
VIH,36.46,70.47,1.3,33.94,0.64
VII,97.08,32.73,1.1,33.77,3.88
VIII,13.88,98.6,1.18,20.43,3.56
VINC,69.19,95.44,1.66,99.35,1.51
VINO,86.09,67.05,1.29,69.59,1.56
VINP,14.28,28.15,0.29,64.66,1.9
VIOT,79.58,14.65,1.81,75.68,1.67
VIPS,64.38,45.73,0.94,25.05,1.74
VIR,54.5,20.94,1.17,51.26,1.75
VIRC,55.85,95.14,0.4,65.74,1.26
VIRI,11.56,96.31,1.53,68.63,2.45
VIRT,21.15,82.51,1.77,37.84,3.76
VIRX,21.19,49.79,1.34,62.06,0.38
VISL,87.25,91.32,0.83,66.84,2.7
VISN,34.69,54.04,1.8,42.21,3.98
VIST,60.84,48.86,1.41,63.46,1.85
VIT,44.49,44.7,0.59,46.02,1.02
VITL,91.25,86.05,1.26,62.55,1.36
VIV,53.65,74.39,0.26,58.24,2.86
VIVE,63.44,36.91,1.51,85.02,1.98
VIVHY,45.84,33.71,1.39,99.27,2.25
VIVO,96.69,57.53,0.75,24.88,1.2
VJET,72.22,48.95,0.9,28.29,0.17
VKTX,77.43,78.03,0.07,73.37,2.22
VLAT,19.06,35.68,0.49,68.88,1.16
VLDR,50.96,94.24,1.83,10.18,2.5
VLGEA,74.94,80.34,0.09,86.48,1
VLO,58.95,76.16,1.79,14.67,1.72
VLON,68.78,88.52,1.54,14.03,0.12
VLRS,61.36,15.17,0.58,99.79,1.58
VLY,97.38,13.83,1.26,78.91,0.87
VMAC,36.17,54.11,0.65,34.92,3.35
VMAR,26.61,22.35,1.22,92.61,0.26
VMC,69.26,13.42,1.22,28.09,3.01
VMD,20.56,21,1.75,79.59,3.46
VMI,66.64,89.68,1.58,53.35,2.63
VMW,93.67,83.43,1.56,80.06,1.33
VNCE,48.41,46.44,1.5,45.73,3.02
VNDA,49.57,46.66,1.81,42.09,1.27
VNE,88.63,17.17,1.8,10.54,1.94
VNET,10.36,24.35,0.78,32.95,2.27
VNO,39.79,98.7,0.43,55.56,2.48
VNOM,62.53,42.1,0.74,91.64,0.43
VNRX,52.5,66.8,1.7,30.98,3.04
VNT,56.04,41.38,0.61,88.96,2.34
VNTR,72.62,40.98,0.38,76.48,2.71
VOC,80.35,79.68,0.28,79.88,3.23
VOD,98.52,28.02,0.53,49.46,0.95
VOLT,30.49,18.7,0.78,61.69,3.06
VOR,17.31,31.01,1.61,73.44,0.77
VOSO,83.42,23.48,1.46,26.63,3.86
VOXX,39.6,55.15,1.21,40.89,0.55
VOYA,44.09,11.97,0.2,49.69,1.23
VPCB,96.1,22.62,1.18,49.34,0.99
VPCC,82.21,60.05,0.39,93.33,3.4
VPG,24.64,19.05,1.73,46.44,1.07
VRA,37.04,32.31,1.69,89.02,2.8
VRAR,45.9,11.6,0.13,70.57,4
VRAY,99.97,91.01,0.54,43.67,0.01
VRCA,25.22,79.65,0.57,32.69,1.76
VRDN,65.65,85.55,0.35,30.22,0.84
VREX,77.34,21.49,0.14,96.71,0.14
VRM,35.59,25.75,1.24,67.61,1.97
VRME,39.59,74.2,1.43,72.18,0.32
